Building ID,Registration ID,Borough,House Number,Street Name,Postcode,# of Dwelling Units,Infested Dwelling Unit Count,Eradicated Unit Count,Re-infested  Dwelling Unit Count,Filing Date,Filing Period Start Date,Filling Period End Date,Latitude,Longitude,Community Board,Council District,2010 Census Tract,BIN,BBL,NTA
78043,221209,BRONX,3636,FIELDSTON ROAD,10463,106,0,0,0,12/8/2021,11/1/2020,10/31/2021,40.887432,-73.906308,8,11,295,2083983,2057717501,Riverdale-Spuyten Duyvil
78042,204141,BRONX,3600,FIELDSTON ROAD,10463,71,0,0,0,12/9/2019,11/1/2018,10/31/2019,40.88609,-73.906834,8,11,295,2083982,2057710020,Riverdale-Spuyten Duyvil
78043,221209,BRONX,3636,FIELDSTON ROAD,10463,106,0,0,0,12/28/2022,11/1/2021,10/31/2022,40.887432,-73.906308,8,11,295,2083983,2057717501,Riverdale-Spuyten Duyvil
989948,228169,BRONX,3470,FORT INDEPENDENCE STREET,10463,120,3,0,0,4/6/2021,11/1/2019,10/31/2020,40.881728,-73.898845,8,11,279,2127285,2032580120,Kingsbridge Heights-Van Cortlandt Village
989948,228169,BRONX,3470,FORT INDEPENDENCE STREET,10463,120,0,120,0,12/22/2022,11/1/2021,10/31/2022,40.881728,-73.898845,8,11,279,2127285,2032580120,Kingsbridge Heights-Van Cortlandt Village
989948,228169,BRONX,3470,FORT INDEPENDENCE STREET,10463,120,0,0,0,1/3/2022,11/1/2020,10/31/2021,40.881728,-73.898845,8,11,279,2127285,2032580120,Kingsbridge Heights-Van Cortlandt Village
79480,219511,BRONX,3446,FT INDEPENDENCE STREET,10463,3,0,0,0,4/16/2021,11/1/2019,10/31/2020,40.881582,-73.898989,8,11,279,2015830,2032587501,Kingsbridge Heights-Van Cortlandt Village
79476,221536,BRONX,3400,FT INDEPENDENCE STREET,10463,170,0,0,0,12/6/2021,11/1/2020,10/31/2021,40.880347,-73.899263,8,11,279,2015820,2032580073,Kingsbridge Heights-Van Cortlandt Village
79480,219511,BRONX,3446,FT INDEPENDENCE STREET,10463,3,0,0,0,4/16/2021,11/1/2019,10/31/2020,40.881582,-73.898989,8,11,279,2015830,2032587501,Kingsbridge Heights-Van Cortlandt Village
79457,206995,BRONX,3344,FT INDEPENDENCE STREET,10463,79,0,0,0,3/19/2023,11/1/2021,10/31/2022,40.879189,-73.899579,8,11,279,2015810,2032580050,Kingsbridge Heights-Van Cortlandt Village
79483,211315,BRONX,3477,FT INDEPENDENCE STREET,10463,9,0,0,0,2/5/2023,11/1/2021,10/31/2022,40.881796,-73.898805,8,11,279,2015996,2032620109,Kingsbridge Heights-Van Cortlandt Village
973625,227674,BRONX,3507,FT INDEPENDENCE STREET,10463,52,0,0,0,12/9/2019,11/1/2018,10/31/2019,40.882427,-73.898073,8,11,279,2127037,2032620088,Kingsbridge Heights-Van Cortlandt Village
973625,227674,BRONX,3507,FT INDEPENDENCE STREET,10463,52,0,0,0,12/21/2020,11/1/2019,10/31/2020,40.882427,-73.898073,8,11,279,2127037,2032620088,Kingsbridge Heights-Van Cortlandt Village
79457,206995,BRONX,3344,FT INDEPENDENCE STREET,10463,79,1,1,0,12/20/2018,11/1/2017,11/30/2018,40.879189,-73.899579,8,11,279,2015810,2032580050,Kingsbridge Heights-Van Cortlandt Village
79497,714178,BRONX,3504,FT INDEPENDENCE STREET,10463,3,0,0,0,12/7/2022,11/1/2021,10/31/2022,40.882172,-73.898276,8,11,279,2015839,2032580138,Kingsbridge Heights-Van Cortlandt Village
79457,206995,BRONX,3344,FT INDEPENDENCE STREET,10463,79,0,0,0,7/7/2021,11/1/2019,10/31/2020,40.879189,-73.899579,8,11,279,2015810,2032580050,Kingsbridge Heights-Van Cortlandt Village
79483,211315,BRONX,3477,FT INDEPENDENCE STREET,10463,9,0,0,0,1/21/2019,11/1/2017,11/30/2018,40.881796,-73.898805,8,11,279,2015996,2032620109,Kingsbridge Heights-Van Cortlandt Village
907425,225860,BRONX,3479,FT INDEPENDENCE STREET,10463,27,0,0,0,12/28/2018,11/1/2017,11/30/2018,40.881936,-73.898606,8,11,279,2015995,2032620106,Kingsbridge Heights-Van Cortlandt Village
907425,225860,BRONX,3479,FT INDEPENDENCE STREET,10463,27,0,0,0,12/21/2020,11/1/2019,10/31/2020,40.881936,-73.898606,8,11,279,2015995,2032620106,Kingsbridge Heights-Van Cortlandt Village
79480,219511,BRONX,3446,FT INDEPENDENCE STREET,10463,3,0,0,0,2/25/2022,11/1/2020,10/31/2021,40.881582,-73.898989,8,11,279,2015830,2032587501,Kingsbridge Heights-Van Cortlandt Village
79488,219668,BRONX,3488,FT INDEPENDENCE STREET,10463,3,0,0,0,7/6/2021,11/1/2019,10/31/2020,40.882133,-73.898316,8,11,279,2015834,2032580132,Kingsbridge Heights-Van Cortlandt Village
79483,211315,BRONX,3477,FT INDEPENDENCE STREET,10463,9,0,0,0,4/20/2020,11/1/2018,10/31/2019,40.881796,-73.898805,8,11,279,2015996,2032620109,Kingsbridge Heights-Van Cortlandt Village
79483,211315,BRONX,3477,FT INDEPENDENCE STREET,10463,9,0,0,0,3/2/2022,11/1/2020,10/31/2021,40.881796,-73.898805,8,11,279,2015996,2032620109,Kingsbridge Heights-Van Cortlandt Village
79489,221460,BRONX,3489,FT INDEPENDENCE STREET,10463,52,0,0,0,12/1/2022,11/1/2021,10/31/2022,40.882095,-73.898392,8,11,279,2015994,2032620097,Kingsbridge Heights-Van Cortlandt Village
973625,227674,BRONX,3507,FT INDEPENDENCE STREET,10463,52,0,0,0,12/5/2022,11/1/2021,10/31/2022,40.882427,-73.898073,8,11,279,2127037,2032620088,Kingsbridge Heights-Van Cortlandt Village
907425,225860,BRONX,3479,FT INDEPENDENCE STREET,10463,27,0,0,0,12/2/2021,11/1/2020,10/31/2021,40.881936,-73.898606,8,11,279,2015995,2032620106,Kingsbridge Heights-Van Cortlandt Village
973625,227674,BRONX,3507,FT INDEPENDENCE STREET,10463,52,0,0,0,12/2/2021,11/1/2020,10/31/2021,40.882427,-73.898073,8,11,279,2127037,2032620088,Kingsbridge Heights-Van Cortlandt Village
79489,221460,BRONX,3489,FT INDEPENDENCE STREET,10463,52,1,1,0,12/27/2019,11/1/2018,10/31/2019,40.882095,-73.898392,8,11,279,2015994,2032620097,Kingsbridge Heights-Van Cortlandt Village
79457,206995,BRONX,3344,FT INDEPENDENCE STREET,10463,80,0,0,0,2/18/2022,11/1/2020,10/31/2021,40.879189,-73.899579,8,11,279,2015810,2032580050,Kingsbridge Heights-Van Cortlandt Village
79480,219511,BRONX,3446,FT INDEPENDENCE STREET,10463,3,0,0,0,3/30/2023,11/1/2021,10/31/2022,40.881582,-73.898989,8,11,279,2015830,2032587501,Kingsbridge Heights-Van Cortlandt Village
79489,221460,BRONX,3489,FT INDEPENDENCE STREET,10463,52,0,0,0,4/21/2022,11/1/2020,10/31/2021,40.882095,-73.898392,8,11,279,2015994,2032620097,Kingsbridge Heights-Van Cortlandt Village
907425,225860,BRONX,3479,FT INDEPENDENCE STREET,10463,27,0,0,0,12/5/2022,11/1/2021,10/31/2022,40.881936,-73.898606,8,11,279,2015995,2032620106,Kingsbridge Heights-Van Cortlandt Village
79476,221536,BRONX,3400,FT INDEPENDENCE STREET,10463,170,0,0,0,12/23/2020,11/1/2019,10/31/2020,40.880347,-73.899263,8,11,279,2015820,2032580073,Kingsbridge Heights-Van Cortlandt Village
79489,221460,BRONX,3489,FT INDEPENDENCE STREET,10463,52,0,0,0,7/9/2019,11/1/2017,11/30/2018,40.882095,-73.898392,8,11,279,2015994,2032620097,Kingsbridge Heights-Van Cortlandt Village
79479,202147,BRONX,3411,FT INDEPENDENCE STREET,10463,9,0,0,0,5/1/2023,11/1/2021,10/31/2022,40.880762,-73.899193,8,14,277,2015958,2032610130,Kingsbridge Heights-Van Cortlandt Village
907425,225860,BRONX,3479,FT INDEPENDENCE STREET,10463,27,0,0,0,12/9/2019,11/1/2018,10/31/2019,40.881936,-73.898606,8,11,279,2015995,2032620106,Kingsbridge Heights-Van Cortlandt Village
79483,211315,BRONX,3477,FT INDEPENDENCE STREET,10463,9,0,0,0,3/4/2021,11/1/2019,10/31/2020,40.881796,-73.898805,8,11,279,2015996,2032620109,Kingsbridge Heights-Van Cortlandt Village
973625,227674,BRONX,3507,FT INDEPENDENCE STREET,10463,52,1,1,1,12/28/2018,11/1/2017,11/30/2018,40.882427,-73.898073,8,11,279,2127037,2032620088,Kingsbridge Heights-Van Cortlandt Village
79476,221536,BRONX,3400,FT INDEPENDENCE STREET,10463,170,0,0,0,1/29/2019,11/1/2017,11/30/2018,40.880347,-73.899263,8,11,279,2015820,2032580073,Kingsbridge Heights-Van Cortlandt Village
79452,220165,BRONX,3332,FT INDEPENDENCE STREET,10463,3,0,0,0,5/21/2022,11/1/2020,10/31/2021,40.878769,-73.899428,8,11,279,2015806,2032580043,Kingsbridge Heights-Van Cortlandt Village
79476,221536,BRONX,3400,FT INDEPENDENCE STREET,10463,170,0,0,0,12/30/2019,11/1/2018,10/31/2019,40.880347,-73.899263,8,11,279,2015820,2032580073,Kingsbridge Heights-Van Cortlandt Village
79489,221460,BRONX,3489,FT INDEPENDENCE STREET,10463,52,0,0,0,1/5/2021,11/1/2019,10/31/2020,40.882095,-73.898392,8,11,279,2015994,2032620097,Kingsbridge Heights-Van Cortlandt Village
79480,219511,BRONX,3446,FT INDEPENDENCE STREET,10463,3,0,0,0,6/17/2019,11/1/2017,11/30/2018,40.881582,-73.898989,8,11,279,2015830,2032587501,Kingsbridge Heights-Van Cortlandt Village
79476,221536,BRONX,3400,FT INDEPENDENCE STREET,10463,170,0,0,0,9/13/2023,11/1/2021,10/31/2022,40.880347,-73.899263,8,11,279,2015820,2032580073,Kingsbridge Heights-Van Cortlandt Village
79489,221460,BRONX,3489,FT INDEPENDENCE STREET,10463,52,1,1,0,11/19/2019,11/1/2017,11/30/2018,40.882095,-73.898392,8,11,279,2015994,2032620097,Kingsbridge Heights-Van Cortlandt Village
79902,209968,BRONX,120,GALE PLACE,10463,282,0,0,0,3/8/2023,11/1/2021,10/31/2022,40.884846,-73.892873,8,11,281,2015493,2032520340,Kingsbridge Heights-Van Cortlandt Village
79902,209968,BRONX,120,GALE PLACE,10463,282,1,1,0,7/21/2021,11/1/2019,10/31/2020,40.884846,-73.892873,8,11,281,2015493,2032520340,Kingsbridge Heights-Van Cortlandt Village
79902,209968,BRONX,120,GALE PLACE,10463,282,1,1,0,2/22/2022,11/1/2020,10/31/2021,40.884846,-73.892873,8,11,281,2015493,2032520340,Kingsbridge Heights-Van Cortlandt Village
80319,712324,BRONX,3466,GILES PLACE,10463,2,0,0,0,1/8/2019,11/1/2017,11/30/2018,40.881254,-73.896712,8,11,279,2015653,2032550046,Kingsbridge Heights-Van Cortlandt Village
80312,221128,BRONX,3435,GILES PLACE,10463,67,0,0,0,12/17/2020,11/1/2019,10/31/2020,40.880947,-73.897486,8,11,279,2015856,2032580228,Kingsbridge Heights-Van Cortlandt Village
80318,214499,BRONX,3451,GILES PLACE,10463,65,0,0,0,12/30/2020,11/1/2019,10/31/2020,40.881306,-73.897106,8,11,279,2015855,2032580222,Kingsbridge Heights-Van Cortlandt Village
80317,714846,BRONX,3446,GILES PLACE,10463,1,0,0,0,12/10/2022,11/1/2021,10/31/2022,40.881287,-73.897247,8,11,279,2015652,2032550044,Kingsbridge Heights-Van Cortlandt Village
80318,214499,BRONX,3451,GILES PLACE,10463,65,0,0,0,1/17/2020,11/1/2018,10/31/2019,40.881306,-73.897106,8,11,279,2015855,2032580222,Kingsbridge Heights-Van Cortlandt Village
80312,221128,BRONX,3435,GILES PLACE,10463,67,0,0,0,11/28/2021,11/1/2019,10/31/2020,40.880947,-73.897486,8,11,279,2015856,2032580228,Kingsbridge Heights-Van Cortlandt Village
80312,221128,BRONX,3435,GILES PLACE,10463,67,1,1,0,12/26/2018,11/1/2017,11/30/2018,40.880947,-73.897486,8,11,279,2015856,2032580228,Kingsbridge Heights-Van Cortlandt Village
80318,214499,BRONX,3451,GILES PLACE,10463,65,0,0,0,12/16/2022,11/1/2021,10/31/2022,40.881306,-73.897106,8,11,279,2015855,2032580222,Kingsbridge Heights-Van Cortlandt Village
80282,221383,BRONX,3311,GILES PLACE,10463,100,0,0,0,12/2/2019,11/1/2018,10/31/2019,40.878834,-73.898538,8,11,279,2015803,2032580013,Kingsbridge Heights-Van Cortlandt Village
80282,221383,BRONX,3311,GILES PLACE,10463,99,0,0,0,11/30/2022,11/1/2020,10/31/2021,40.878834,-73.898538,8,11,279,2015803,2032580013,Kingsbridge Heights-Van Cortlandt Village
80312,221128,BRONX,3435,GILES PLACE,10463,67,0,0,0,12/24/2019,11/1/2018,10/31/2019,40.880947,-73.897486,8,11,279,2015856,2032580228,Kingsbridge Heights-Van Cortlandt Village
80319,712324,BRONX,3466,GILES PLACE,10463,2,0,0,0,12/29/2021,11/1/2020,10/31/2021,40.881254,-73.896712,8,11,279,2015653,2032550046,Kingsbridge Heights-Van Cortlandt Village
80319,712324,BRONX,3466,GILES PLACE,10463,2,0,0,0,4/28/2021,11/1/2019,10/31/2020,40.881254,-73.896712,8,11,279,2015653,2032550046,Kingsbridge Heights-Van Cortlandt Village
80319,712324,BRONX,3466,GILES PLACE,10463,2,0,0,0,12/10/2022,11/1/2021,10/31/2022,40.881254,-73.896712,8,11,279,2015653,2032550046,Kingsbridge Heights-Van Cortlandt Village
80305,216203,BRONX,3419,GILES PLACE,10463,9,0,0,0,12/2/2022,11/1/2021,10/31/2022,40.880475,-73.897584,8,11,279,2015857,2032580236,Kingsbridge Heights-Van Cortlandt Village
80312,221128,BRONX,3435,GILES PLACE,10463,67,0,0,0,2/17/2022,11/1/2020,10/31/2021,40.880947,-73.897486,8,11,279,2015856,2032580228,Kingsbridge Heights-Van Cortlandt Village
80318,214499,BRONX,3451,GILES PLACE,10463,65,0,0,0,1/11/2019,11/1/2017,11/30/2018,40.881306,-73.897106,8,11,279,2015855,2032580222,Kingsbridge Heights-Van Cortlandt Village
80318,214499,BRONX,3451,GILES PLACE,10463,65,0,0,0,12/29/2021,11/1/2020,10/31/2021,40.881306,-73.897106,8,11,279,2015855,2032580222,Kingsbridge Heights-Van Cortlandt Village
80282,221383,BRONX,3311,GILES PLACE,10463,100,0,0,0,1/29/2019,11/1/2017,11/30/2018,40.878834,-73.898538,8,11,279,2015803,2032580013,Kingsbridge Heights-Van Cortlandt Village
80319,712324,BRONX,3466,GILES PLACE,10463,2,0,0,2,12/12/2019,11/1/2018,10/31/2019,40.881254,-73.896712,8,11,279,2015653,2032550046,Kingsbridge Heights-Van Cortlandt Village
80312,221128,BRONX,3435,GILES PLACE,10463,67,0,0,0,12/15/2022,11/1/2021,10/31/2022,40.880947,-73.897486,8,11,279,2015856,2032580228,Kingsbridge Heights-Van Cortlandt Village
80282,221383,BRONX,3311,GILES PLACE,10463,100,0,0,0,12/3/2020,11/1/2019,10/31/2020,40.878834,-73.898538,8,11,279,2015803,2032580013,Kingsbridge Heights-Van Cortlandt Village
80963,208284,BRONX,3033,GODWIN TERRACE,10463,43,0,0,0,12/30/2019,11/1/2018,10/31/2019,40.878501,-73.906454,8,11,289,2083156,2057030203,Kingsbridge-Marble Hill
80964,202707,BRONX,3045,GODWIN TERRACE,10463,72,0,0,0,3/28/2022,11/1/2020,10/31/2021,40.878759,-73.906273,8,11,289,2083155,2057030197,Kingsbridge-Marble Hill
80963,208284,BRONX,3033,GODWIN TERRACE,10463,43,4,4,0,12/10/2020,11/1/2019,10/31/2020,40.878501,-73.906454,8,11,289,2083156,2057030203,Kingsbridge-Marble Hill
80968,209261,BRONX,3135,GODWIN TERRACE,10463,68,0,0,0,2/26/2019,11/1/2017,11/30/2018,40.880061,-73.905143,8,11,289,2083171,2057070020,Kingsbridge-Marble Hill
80964,202707,BRONX,3045,GODWIN TERRACE,10463,72,0,0,0,2/28/2022,11/1/2020,10/31/2021,40.878759,-73.906273,8,11,289,2083155,2057030197,Kingsbridge-Marble Hill
80960,202375,BRONX,3025,GODWIN TERRACE,10463,66,0,0,0,12/26/2019,11/1/2018,10/31/2019,40.878331,-73.906574,8,11,289,2083158,2057030209,Kingsbridge-Marble Hill
80963,208284,BRONX,3033,GODWIN TERRACE,10463,43,0,0,0,12/6/2021,11/1/2020,10/31/2021,40.878501,-73.906454,8,11,289,2083156,2057030203,Kingsbridge-Marble Hill
80966,203159,BRONX,3058,GODWIN TERRACE,10463,42,6,6,1,2/7/2019,11/1/2017,11/30/2018,40.878986,-73.906088,8,11,289,2083140,2057010117,Kingsbridge-Marble Hill
80969,205335,BRONX,3136,GODWIN TERRACE,10463,63,0,0,0,1/4/2023,11/1/2021,10/31/2022,40.880053,-73.905121,8,11,289,2083163,2057050025,Kingsbridge-Marble Hill
80969,205335,BRONX,3136,GODWIN TERRACE,10463,63,0,0,0,12/30/2021,11/1/2020,10/31/2021,40.880053,-73.905121,8,11,289,2083163,2057050025,Kingsbridge-Marble Hill
80965,208520,BRONX,3054,GODWIN TERRACE,10463,49,0,0,0,12/29/2022,11/1/2021,10/31/2022,40.87889,-73.906154,8,11,289,2083139,2057010113,Kingsbridge-Marble Hill
80966,203159,BRONX,3058,GODWIN TERRACE,10463,42,0,0,0,12/31/2020,11/1/2019,10/31/2020,40.878986,-73.906088,8,11,289,2083140,2057010117,Kingsbridge-Marble Hill
80966,203159,BRONX,3058,GODWIN TERRACE,10463,42,3,3,1,12/31/2019,11/1/2018,10/31/2019,40.878986,-73.906088,8,11,289,2083140,2057010117,Kingsbridge-Marble Hill
80968,209261,BRONX,3135,GODWIN TERRACE,10463,68,0,0,0,12/30/2022,11/1/2021,10/31/2022,40.880061,-73.905143,8,11,289,2083171,2057070020,Kingsbridge-Marble Hill
80965,208520,BRONX,3054,GODWIN TERRACE,10463,49,0,0,0,12/28/2021,11/1/2020,10/31/2021,40.87889,-73.906154,8,11,289,2083139,2057010113,Kingsbridge-Marble Hill
80960,202375,BRONX,3025,GODWIN TERRACE,10463,66,2,2,0,12/22/2020,11/1/2019,10/31/2020,40.878331,-73.906574,8,11,289,2083158,2057030209,Kingsbridge-Marble Hill
80963,208284,BRONX,3033,GODWIN TERRACE,10463,43,0,0,0,2/28/2019,11/1/2017,11/30/2018,40.878501,-73.906454,8,11,289,2083156,2057030203,Kingsbridge-Marble Hill
80967,216291,BRONX,3063,GODWIN TERRACE,10463,63,0,0,0,3/14/2021,11/1/2019,10/31/2020,40.879143,-73.906001,8,11,289,2083154,2057030192,Kingsbridge-Marble Hill
80960,202375,BRONX,3025,GODWIN TERRACE,10463,66,1,1,0,12/21/2022,11/1/2021,10/31/2022,40.878331,-73.906574,8,11,289,2083158,2057030209,Kingsbridge-Marble Hill
80964,202707,BRONX,3045,GODWIN TERRACE,10463,72,0,0,0,12/18/2020,11/1/2019,10/31/2020,40.878759,-73.906273,8,11,289,2083155,2057030197,Kingsbridge-Marble Hill
80965,208520,BRONX,3054,GODWIN TERRACE,10463,49,0,0,0,12/25/2020,11/1/2019,10/31/2020,40.87889,-73.906154,8,11,289,2083139,2057010113,Kingsbridge-Marble Hill
80966,203159,BRONX,3058,GODWIN TERRACE,10463,42,0,0,0,12/29/2022,11/1/2021,10/31/2022,40.878986,-73.906088,8,11,289,2083140,2057010117,Kingsbridge-Marble Hill
80968,209261,BRONX,3135,GODWIN TERRACE,10463,68,0,0,0,3/2/2021,11/1/2019,10/31/2020,40.880061,-73.905143,8,11,289,2083171,2057070020,Kingsbridge-Marble Hill
80969,205335,BRONX,3136,GODWIN TERRACE,10463,63,0,0,0,12/30/2020,11/1/2019,10/31/2020,40.880053,-73.905121,8,11,289,2083163,2057050025,Kingsbridge-Marble Hill
80969,205335,BRONX,3136,GODWIN TERRACE,10463,63,0,0,0,1/13/2020,11/1/2018,10/31/2019,40.880053,-73.905121,8,11,289,2083163,2057050025,Kingsbridge-Marble Hill
80965,208520,BRONX,3054,GODWIN TERRACE,10463,49,0,0,0,2/26/2019,11/1/2017,11/30/2018,40.87889,-73.906154,8,11,289,2083139,2057010113,Kingsbridge-Marble Hill
80967,216291,BRONX,3063,GODWIN TERRACE,10463,63,0,0,0,12/23/2021,11/1/2020,10/31/2021,40.879143,-73.906001,8,11,289,2083154,2057030192,Kingsbridge-Marble Hill
80967,216291,BRONX,3063,GODWIN TERRACE,10463,63,0,0,0,12/30/2022,11/1/2021,10/31/2022,40.879143,-73.906001,8,11,289,2083154,2057030192,Kingsbridge-Marble Hill
80966,203159,BRONX,3058,GODWIN TERRACE,10463,42,0,0,0,2/18/2022,11/1/2020,10/31/2021,40.878986,-73.906088,8,11,289,2083140,2057010117,Kingsbridge-Marble Hill
80968,209261,BRONX,3135,GODWIN TERRACE,10463,68,0,0,0,12/28/2021,11/1/2020,10/31/2021,40.880061,-73.905143,8,11,289,2083171,2057070020,Kingsbridge-Marble Hill
80960,202375,BRONX,3025,GODWIN TERRACE,10463,66,1,1,0,12/21/2021,11/1/2020,10/31/2021,40.878331,-73.906574,8,11,289,2083158,2057030209,Kingsbridge-Marble Hill
80963,208284,BRONX,3033,GODWIN TERRACE,10463,43,0,0,0,12/5/2022,11/1/2021,10/31/2022,40.878501,-73.906454,8,11,289,2083156,2057030203,Kingsbridge-Marble Hill
80969,205335,BRONX,3136,GODWIN TERRACE,10463,32,0,0,0,12/28/2018,11/1/2017,11/30/2018,40.880053,-73.905121,8,11,289,2083163,2057050025,Kingsbridge-Marble Hill
80969,205335,BRONX,3136,GODWIN TERRACE,10463,63,0,0,0,12/28/2018,11/1/2017,11/30/2018,40.880053,-73.905121,8,11,289,2083163,2057050025,Kingsbridge-Marble Hill
80960,202375,BRONX,3025,GODWIN TERRACE,10463,66,1,1,0,2/18/2019,11/1/2017,11/30/2018,40.878331,-73.906574,8,11,289,2083158,2057030209,Kingsbridge-Marble Hill
80989,209966,BRONX,4010,GOUVERNEUR AVENUE,10463,206,0,0,0,2/22/2022,11/1/2020,10/31/2021,40.884312,-73.891224,8,11,281,2015473,2032520209,Kingsbridge Heights-Van Cortlandt Village
80989,209966,BRONX,4010,GOUVERNEUR AVENUE,10463,206,0,0,0,3/8/2023,11/1/2021,10/31/2022,40.884312,-73.891224,8,11,281,2015473,2032520209,Kingsbridge Heights-Van Cortlandt Village
80987,203174,BRONX,3971,GOUVERNEUR AVENUE,10463,67,1,1,0,12/26/2019,11/1/2018,10/31/2019,40.883538,-73.891851,8,11,281,2015483,2032520310,Kingsbridge Heights-Van Cortlandt Village
806699,216975,BRONX,4002,GOUVERNEUR AVENUE,10463,16,0,0,0,7/21/2021,11/1/2019,10/31/2020,40.884136,-73.891362,8,11,281,2092449,2032520237,Kingsbridge Heights-Van Cortlandt Village
80986,205147,BRONX,3951,GOUVERNEUR AVENUE,10463,87,0,0,0,6/26/2020,11/1/2018,10/31/2019,40.883121,-73.892177,8,11,281,2015475,2032520260,Kingsbridge Heights-Van Cortlandt Village
80987,203174,BRONX,3971,GOUVERNEUR AVENUE,10463,67,2,2,0,12/21/2020,11/1/2019,10/31/2020,40.883538,-73.891851,8,11,281,2015483,2032520310,Kingsbridge Heights-Van Cortlandt Village
806699,216975,BRONX,4002,GOUVERNEUR AVENUE,10463,16,0,0,0,6/7/2022,11/1/2020,10/31/2021,40.884136,-73.891362,8,11,281,2092449,2032520237,Kingsbridge Heights-Van Cortlandt Village
80986,205147,BRONX,3951,GOUVERNEUR AVENUE,10463,87,0,0,0,12/28/2021,11/1/2020,10/31/2021,40.883121,-73.892177,8,11,281,2015475,2032520260,Kingsbridge Heights-Van Cortlandt Village
806699,216975,BRONX,4002,GOUVERNEUR AVENUE,10463,16,0,0,0,3/8/2023,11/1/2021,10/31/2022,40.884136,-73.891362,8,11,281,2092449,2032520237,Kingsbridge Heights-Van Cortlandt Village
80987,203174,BRONX,3971,GOUVERNEUR AVENUE,10463,67,0,0,0,12/25/2022,11/1/2021,10/31/2022,40.883538,-73.891851,8,11,281,2015483,2032520310,Kingsbridge Heights-Van Cortlandt Village
80987,203174,BRONX,3971,GOUVERNEUR AVENUE,10463,67,0,0,0,1/26/2019,11/1/2017,11/30/2018,40.883538,-73.891851,8,11,281,2015483,2032520310,Kingsbridge Heights-Van Cortlandt Village
80986,205147,BRONX,3951,GOUVERNEUR AVENUE,10463,87,0,0,0,4/21/2021,11/1/2019,10/31/2020,40.883121,-73.892177,8,11,281,2015475,2032520260,Kingsbridge Heights-Van Cortlandt Village
80986,205147,BRONX,3951,GOUVERNEUR AVENUE,10463,87,0,0,0,3/1/2022,11/1/2020,10/31/2021,40.883121,-73.892177,8,11,281,2015475,2032520260,Kingsbridge Heights-Van Cortlandt Village
80986,205147,BRONX,3951,GOUVERNEUR AVENUE,10463,87,0,0,0,3/31/2023,11/1/2021,10/31/2022,40.883121,-73.892177,8,11,281,2015475,2032520260,Kingsbridge Heights-Van Cortlandt Village
80989,209966,BRONX,4010,GOUVERNEUR AVENUE,10463,206,1,1,0,7/21/2021,11/1/2019,10/31/2020,40.884312,-73.891224,8,11,281,2015473,2032520209,Kingsbridge Heights-Van Cortlandt Village
80987,203174,BRONX,3971,GOUVERNEUR AVENUE,10463,67,0,0,0,12/26/2021,11/1/2020,10/31/2021,40.883538,-73.891851,8,11,281,2015483,2032520310,Kingsbridge Heights-Van Cortlandt Village
80986,205147,BRONX,3951,GOUVERNEUR AVENUE,10463,87,0,0,0,4/22/2021,11/1/2019,10/31/2020,40.883121,-73.892177,8,11,281,2015475,2032520260,Kingsbridge Heights-Van Cortlandt Village
82177,218551,BRONX,3475,GREYSTONE AVENUE,10463,55,0,0,0,12/17/2019,11/1/2018,10/31/2019,40.884699,-73.907028,8,11,295,2083824,2057640642,Riverdale-Spuyten Duyvil
82185,208105,BRONX,3615,GREYSTONE AVENUE,10463,45,0,0,0,2/25/2022,11/1/2020,10/31/2021,40.886169,-73.905832,8,11,295,2083993,2057710057,Riverdale-Spuyten Duyvil
82177,218551,BRONX,3475,GREYSTONE AVENUE,10463,56,1,1,0,12/28/2018,11/1/2017,11/30/2018,40.884699,-73.907028,8,11,295,2083824,2057640642,Riverdale-Spuyten Duyvil
911609,225917,BRONX,3585,GREYSTONE AVENUE,10463,29,0,0,0,12/8/2021,11/1/2020,10/31/2021,40.884987,-73.90664,8,11,295,2083830,2057647501,Riverdale-Spuyten Duyvil
82200,203688,BRONX,3636,GREYSTONE AVENUE,10463,91,1,1,0,12/4/2019,11/1/2018,10/31/2019,40.886605,-73.905622,8,11,295,2083967,2057700069,Riverdale-Spuyten Duyvil
82190,222001,BRONX,3621B,GREYSTONE AVENUE,10463,3,0,0,0,12/29/2022,11/1/2021,10/31/2022,40.88629,-73.905778,8,11,295,2083992,2057710054,Riverdale-Spuyten Duyvil
82177,218551,BRONX,3475,GREYSTONE AVENUE,10463,54,0,0,0,3/21/2023,11/1/2021,10/31/2022,40.884699,-73.907028,8,11,295,2083824,2057640642,Riverdale-Spuyten Duyvil
82200,203688,BRONX,3636,GREYSTONE AVENUE,10463,91,1,1,0,2/3/2022,11/1/2020,10/31/2021,40.886605,-73.905622,8,11,295,2083967,2057700069,Riverdale-Spuyten Duyvil
82187,223297,BRONX,3619,GREYSTONE AVENUE,10463,3,0,0,0,4/16/2021,11/1/2019,10/31/2020,40.886248,-73.905796,8,11,295,2091873,2057710056,Riverdale-Spuyten Duyvil
911609,225917,BRONX,3585,GREYSTONE AVENUE,10463,29,0,0,0,1/8/2019,11/1/2017,11/30/2018,40.884987,-73.90664,8,11,295,2083830,2057647501,Riverdale-Spuyten Duyvil
82206,200434,BRONX,3900,GREYSTONE AVENUE,10463,125,0,0,0,12/14/2022,11/1/2021,10/31/2022,40.889453,-73.904475,8,11,335,2084041,2057800940,Riverdale-Spuyten Duyvil
